Time,Shank,Thigh,Wrist
1,-3.772128503868524,-3.638866231647635,-3.053842320342868
2,-3.6131961491284152,-3.658845144500156,-3.0405521311444814
3,-3.3536974886724145,-3.657792151107281,-3.0090035324899422
4,-3.0934090823561715,-3.6139353854883343,-2.955791573426424
5,-2.921180975487645,-3.54906171741586,-2.878446811141963
6,-2.925761404516228,-3.474251447183926,-2.771270326317804
7,-2.9633579615830667,-3.4242022074669776,-2.62996912863138
8,-2.384108218938308,-3.4252333771625936,-2.4534695704843
9,-1.3619516418830404,-3.3865215481730857,-2.2463702557480185
10,-0.5124672522413786,-3.336549373387093,-2.0265338430003825
11,-0.0821284790223327,-3.2474193477988105,-1.809503954675333
12,0.0843217327188956,-3.1323675437974385,-1.5949915112903437
13,0.2980791274204838,-2.9639452061521028,-1.3800395817547972
14,0.7022476911356472,-2.8017057947372246,-1.1757201235921555
15,1.2366709933411326,-2.5929839541265984,-0.9771001181052524
16,1.7668541989881763,-2.3558190160786143,-0.7574541137990537
17,2.232653482459857,-2.1108248266380176,-0.4761307084614232
18,2.651317203618492,-1.9412451510472668,-0.1176790837727281
19,3.0422801887657167,-1.789029636580887,0.2754711458874568
20,3.3951007274424576,-1.6085490242079372,0.6399353037984549
21,3.703472003260783,-1.451485920987309,0.9442559953491242
22,3.9584299886234513,-1.2967613633263706,1.198229388169533
23,4.0,-1.124050669169122,1.4201464264915633
24,4.0,-0.9369588405069816,1.5938847955592643
25,4.0,-0.5272625718136152,1.6958135810687585
26,4.0,0.2581375111163981,1.7318157104964986
27,4.0,1.2801085183345975,1.7439111800623164
28,4.0,2.0933767806772714,1.7965828485062816
29,4.0,2.535546710896025,1.915667594596683
30,4.0,2.7488733516288586,2.070197112071961
31,4.0,3.017389394774304,2.2353495004945128
32,4.0,3.3191047373790767,2.412347214059814
33,4.0,3.568181322188688,2.6129849089976243
34,3.871574912139877,3.6932529311953366,2.826731985117996
35,3.4163448426026326,3.675806249215712,3.0260928234485025
36,2.8431696951873406,3.6836620982393664,3.1827451016995028
37,2.10317103688266,3.823562909535316,3.2758484292803627
38,1.246270599098521,3.962100421742949,3.302035190226768
39,0.3505964999205553,3.984846170213927,3.289620239830634
40,-0.564198757313783,3.922990992268958,3.269443878678623
41,-1.4594152014321082,3.80133138193107,3.2440491528457778
42,-2.2582138084203027,3.652962976097601,3.2048698158951745
43,-2.9147127193382123,3.506464588323235,3.155265483436436
44,-3.427319837559087,3.396990102953294,3.1060281005791257
