Time,Shank,Thigh,Wrist
1,-3.247972706993833,-3.193817403833559,-3.377054034048853
2,-3.238350991956306,-3.291370016663272,-3.3379599899987364
3,-3.1515308650319014,-3.4542135459463625,-3.280560664836401
4,-2.9396916371283544,-3.564043033313245,-3.197470967869697
5,-2.704450780474135,-3.53117853293452,-3.078852033301226
6,-2.559524707078103,-3.3421469080666832,-2.929429210123057
7,-2.2952375477195366,-3.072826696623844,-2.761804089130055
8,-1.5375711980494469,-2.7807973630829625,-2.578537389620961
9,-0.3568920413977876,-2.552451468655723,-2.381916529066792
10,0.5357086276741874,-2.4203451023708094,-2.1902170818593314
11,1.1128022858857864,-2.3366452993481173,-1.9843871379802829
12,1.6455923804976094,-2.312463045763601,-1.7688866663860894
13,2.0713618723830747,-2.297349721385684,-1.544709851986257
14,2.333081930364028,-2.2624945659292792,-1.3016573874424766
15,2.505520786385436,-2.235722357939116,-1.0550500186904734
16,2.6599042690962627,-2.1953742094221123,-0.8271519424481739
17,2.8401982025550696,-2.169735179498471,-0.6179849436438575
18,2.998499744808273,-2.159847324699471,-0.4319713627215215
19,3.140622088499517,-2.3670460136007607,-0.2534597189249096
20,3.2403711097526227,-2.2458789044446106,-0.0539751305238903
21,3.276185544343892,-2.197913930160893,0.2344533592111998
22,3.286265770650452,-2.1964115930541435,0.7223248479387125
23,3.2868211801662275,-2.123071607654034,1.4489809357122296
24,3.311586405983464,-2.005340247666577,2.163366167511273
25,3.367184934780195,-1.9035726797193364,2.7592215849030777
26,3.463895002323709,-1.8479570011493875,3.1544001841816773
27,3.5983546607486048,-1.8141310517513367,3.33413574485888
28,3.75531788373878,-1.7195095149720392,3.3436775434522654
29,3.812860696921331,-1.661652012990076,3.2650161282736168
30,3.7623135158572207,-1.6609171995840537,3.0857816209471767
31,3.748803232048042,-1.7572163071917282,2.855310942718007
32,3.795685131604756,-1.8947140309786936,2.705505893070658
33,3.8046046854339743,-1.3636764151620169,2.691858625717607
34,3.667762594029262,-0.5136246408986562,2.825764638605372
35,3.382852959982535,0.1929948275386249,3.044612067364933
36,2.9174247008903484,0.999635367830969,3.2124312722645727
37,2.2969831204834006,1.8791053792810328,3.256474455933793
38,1.6203742607010754,2.557162919317881,3.1840039212870805
39,0.811990806954431,3.0885358156553164,3.0096551792429147
40,-0.13824957354678,3.5204425469228724,2.778669584526757
41,-1.1212549025114562,3.735585164537896,2.5401978962690746
42,-2.028914823018038,3.776550135755024,2.3095014469648354
43,-2.789275365244512,3.833380768128263,2.1236661063649023
44,-3.2686267789363788,3.916350430644173,2.033928045372061
45,-3.398853809597594,3.847171662020296,1.9926990783489984
46,-2.888261137264194,3.63013652021167,1.9667453069570644
47,-2.890208230294815,3.486986924789829,1.9388942663554047
48,-3.3701677155930554,3.4872567847211378,1.9091816046085024
49,-3.8847542808794007,3.524338576667017,1.8625242295438256
50,-3.917309283141696,3.504514969851767,1.807772763393396
51,-3.5221420831982484,3.4411983533287183,1.7449153234690469
52,-3.2821461908412743,3.3905604806777814,1.6786079430819216
53,-3.039906893423795,3.3901843122886883,1.6122035207414795
54,-2.741386566515101,3.4330184432031725,1.5479320409259565
55,-2.5365970371430127,3.4982684717881725,1.4886928795466747
56,-2.4994534113844,3.561506817248904,1.4255383724182944
57,-2.521137553819558,3.560774340292495,1.3638018660771511
58,-2.4432376828855675,3.438991576661025,1.3116527086340095
59,-2.3504463770456536,3.3855943570068727,1.2540177101564771
60,-2.22264180255316,3.271234493823522,1.204308464682422
61,-2.0683573245727045,2.9727822602725924,1.1577659556033073
62,-1.94372090145212,2.573435122708124,1.1295782388370808
63,-1.845619852554932,2.1516837697212754,1.140783613773026
64,-1.7528074818787565,1.7395562527261617,1.1653966218507803
65,-1.700263354338196,1.3673528186417014,1.211598493869276
66,-1.6704095662443037,1.0267043049230282,1.253641425031377
