Time,Shank,Thigh,Wrist
1,-3.989698032921504,-3.7124529971245326,-3.4664156525247094
2,-3.94414087793922,-3.787908378514536,-3.435144423454139
3,-3.862023749052657,-3.799979878367689,-3.3615689763070904
4,-3.722483053199248,-3.7284252825350848,-3.2391483118946587
5,-3.5133407877077536,-3.650091472052752,-3.0607504744180734
6,-3.1877220286501253,-3.590174133493712,-2.83200529252464
7,-2.7865100707083803,-3.5018949103366723,-2.5648290419644324
8,-2.4007543091206967,-3.374365928158369,-2.263278365523739
9,-1.968149589495524,-3.161027061376147,-1.94173590580852
10,-1.4409900794069634,-2.912379908254222,-1.6063109128862911
11,-0.9264435006564622,-2.69545021782406,-1.268147011475291
12,-0.4515273623686227,-2.57905693164341,-0.9403918617988988
13,0.0256932487061504,-2.576701517037919,-0.6195509944059239
14,0.5480101202058216,-2.6460959964609616,-0.2977323951484794
15,1.0600315160996396,-2.721296158617646,0.0277542726860083
16,1.473992726304893,-2.7571407752302712,0.3613956020505576
17,1.8637537265109965,-2.76044309017968,0.7115405415798117
18,2.2504182942681856,-2.698275383772048,1.079125447180797
19,2.647177101979404,-2.626904249881081,1.454300142544685
20,2.9992486120419977,-2.5317052565545057,1.8216493850835664
21,3.2858860779009085,-2.391645379903071,2.168298955684341
22,3.529270861564468,-2.2188730554328684,2.4886568037477703
23,3.7601206115616272,-2.0893444860439416,2.792214214125544
24,3.992684110335557,-1.97185782587242,3.0820536956488085
25,4.0,-1.8134066293380693,3.3458874884276684
26,4.0,-1.5068239704862765,3.5639819591830744
27,4.0,-0.9909215929526608,3.701601092145382
28,4.0,-0.368435224988682,3.741965137607664
29,4.0,0.2623453981753277,3.7054886331924655
30,4.0,0.7632497619803381,3.601435295985378
31,4.0,1.144397863852016,3.448824574260505
32,4.0,1.5203750021268447,3.292287633963092
33,3.9824989897645744,1.892098486512964,3.168665267829491
34,3.778770612454233,2.252148465096749,3.076452650276239
35,3.309346260019206,2.582650714354944,2.9962201713639227
36,2.7757537005451507,2.756977286967766,2.9157070555227094
37,2.1739422551051493,2.732821711241257,2.8386380384018306
38,1.4986538308614443,2.6721638670226424,2.7579333338880057
