Time,Shank,Thigh,Wrist
1,-2.6544217384536704,-2.939450453810767,-3.297743769442557
2,-2.610822626755598,-2.8604794380705454,-3.248197559163445
3,-2.5093466030765725,-2.714479904626349,-3.160587376450493
4,-2.257474140339716,-2.46152931338538,-3.066414274922453
5,-2.017164684874213,-2.0824398290626176,-2.945364777144796
6,-1.9540902204609183,-1.7566874038664269,-2.8033703840874287
7,-1.6248809619339266,-1.680505743168923,-2.642071825454125
8,-1.2101441218640328,-1.771054994122312,-2.459469611401804
9,-0.6544391409729831,-1.7753554577257635,-2.254395618916877
10,0.0393567642142394,-1.663965050728592,-2.035613162335524
11,0.861212008125031,-1.4724917115653882,-1.811123071111192
12,1.537110389013977,-1.2998461031154935,-1.5788206190932694
13,1.864092125069969,-1.2377675678844944,-1.330148181092106
14,1.9980837892632264,-1.2651238722302405,-1.0713434000631512
15,2.1535230916929056,-1.2585987441249111,-0.8231751396444261
16,2.3649520995656195,-1.169653746563725,-0.6130469343168975
17,2.6361142881451114,-1.0293302262878845,-0.442858777778366
18,2.8757585806505266,-0.9244774221502544,-0.287198971841293
19,3.01706703740478,-0.8992900617375578,-0.1001127343944662
20,3.1351411972739944,-0.9475174615372168,0.1717116912634269
21,3.287107730295757,-1.027673578927978,0.5019116534022705
22,3.4514957948745737,-1.07349667776504,0.7718006876953243
23,3.578835829466911,-1.0482386270784494,0.9390900623082484
24,3.645460407818371,-1.0531470270373666,1.1074700677446525
25,3.6226747092087375,-1.0893371206687166,1.3606667102759211
26,3.511190303316241,-1.145376211558525,1.669746702187075
27,3.362858963215905,-1.1756158474287668,1.948650661260682
28,3.227583379820617,-1.1926114525728562,2.1499839813597608
29,3.1198037769267724,-1.1886619453880212,2.2940008249091326
30,3.0165952357702968,-1.1723807278353762,2.4360382691832148
31,2.8970902020915914,-1.143678813334848,2.620062130080902
32,2.759942881064414,-1.0820044601404557,2.85126534103198
33,2.603505834194592,-1.0248010588571368,3.109223448132165
34,2.4094252044554305,-0.9118562974846284,3.357261598207036
35,2.162959124382571,-0.7068062674828605,3.560161025900908
36,1.8647340846709903,-0.4489256533756515,3.708098400252649
37,1.5227939164659727,-0.1653986079006056,3.816708966480196
38,1.1570084295869845,0.0278669376183281,3.901881493633257
39,0.7683676340211337,0.1719387057109763,3.96814592640418
40,0.316172837954502,0.515154955159489,3.99761209251276
41,-0.231596594133628,0.8574821704575359,3.978584411417522
42,-0.8628362432601545,1.0909979262800162,3.9210852063701993
43,-1.549060118936557,1.367252190047068,3.845783844863513
44,-2.2479762320258594,1.8253160167111653,3.765176660069873
45,-2.876021552053374,2.2807559867385048,3.684287250633309
46,-2.8971675466218314,2.56518121451712,3.601750414637039
47,-2.2216094816659577,2.6337857095037247,3.515780961627861
48,-2.1471034956827246,2.5583641771631305,3.416668450501814
49,-2.838331562465872,2.463897021735595,3.30224597001747
50,-3.639288314304965,2.472452208177035,3.173647202215045
51,-3.981708018597492,2.5211935678503945,3.035015587530133
52,-3.751956091510184,2.6597930770935645,2.887548906481172
53,-3.317279831543603,2.763234570704204,2.726822450683352
54,-2.9082742211647528,2.7808572401602247,2.5510577265394168
55,-2.4747890669639205,2.7074325001444954,2.36271822033928
56,-2.1314876350266334,2.628017383154175,2.173681284428309
57,-1.9632091405765848,2.608432019034812,1.99460065990344
58,-1.8963989353525423,2.646719534675035,1.8282354514093824
59,-1.8627153924316444,2.647052194787465,1.6713175932504654
60,-1.8980463738467208,2.545449479948283,1.5132478758709411
61,-1.9814469808079231,2.328922676067646,1.3460072926369775
62,-2.0407547665983774,2.0564357880738755,1.1628463694610396
63,-2.0742990893648376,1.7809699287733092,0.972899617836783
64,-2.129229174743529,1.5249638543996544,0.7885380440612864
65,-2.20072645850031,1.2985603717809342,0.6189172068897145
66,-2.252454480326936,1.1077739757499097,0.4622155615080842
67,-2.2709243541490025,0.9749768905178108,0.3111373617234114
68,-2.287282722295432,0.9203699014120172,0.1615783915419997
69,-2.297755171690356,0.913099614654842,0.011658747833869
70,-2.28351604367259,0.8914966669535875,-0.1413204023422869
71,-2.252926281961419,0.8035097305162037,-0.2711179073568643
72,-2.2253142846646097,0.6273562211807274,-0.3575331796325007
73,-2.2169224031332275,0.3864529159114211,-0.4033999459228806
74,-2.236753540687574,0.128519907836525,-0.4437188454189747
75,-2.2713806868774373,-0.1098643287313949,-0.5063650625982467
76,-2.301761618356951,-0.290238463243343,-0.5913433809292253
77,-2.320332040068334,-0.391243221530426,-0.6744991977525193
78,-2.318939838523957,-0.4245832496485244,-0.7492007123062829
79,-2.3029759274817687,-0.4218629215791211,-0.8447658031748397
80,-2.267064862089868,-0.4338860896926519,-0.9983448003039
81,-2.183780271924032,-0.5029105680711976,-1.2121591464760966
82,-2.1333052314873453,-0.6401054199896277,-1.4485849483618134
83,-2.076658097537254,-0.8532690301336026,-1.654052141959439
84,-2.0361527670489097,-1.150099153504752,-1.7885804973443764
85,-2.065760253225992,-1.5288119002502123,-1.869847800794352
